,game_ID,game_date,TO_1,three_m1,three_a1,ts_1,diff_1,TO_2,three_m2,three_a2,ts_2,diff_2,TO_3,three_m3,three_a3,ts_3,diff_3,ts_final,home_ppg,home_oppg,away_ppg,away_oppg
73,21700297,2017-11-27,8,9,18,66,2,24,13,31,122,2,31,18,44,176,2,235.0,109.0,109.0,108.1,109.6
74,21700200,2017-11-13,6,7,19,64,8,21,11,33,108,2,32,12,47,156,2,214.0,109.0,109.0,109.8,105.3
75,21700137,2017-11-05,5,5,15,54,14,17,13,32,111,13,22,19,51,155,23,205.0,109.0,109.0,103.4,102.9
76,21700131,2017-11-04,7,6,15,52,2,10,10,27,116,4,18,14,43,167,7,217.0,109.0,109.0,99.3,105.5
77,21700116,2017-11-01,7,7,15,61,3,12,12,30,114,18,19,19,47,172,18,217.0,109.0,109.0,102.3,105.4
78,21700100,2017-10-30,4,6,15,62,6,12,11,26,131,17,23,20,39,193,21,254.0,109.0,109.0,113.5,107.5
79,21700084,2017-10-28,7,5,14,51,3,16,9,30,100,10,24,16,48,139,5,182.0,109.0,109.0,103.8,103.9
80,21700054,2017-10-24,8,5,16,47,7,17,7,27,83,1,25,10,44,131,19,186.0,109.0,109.0,104.1,99.8
81,21700037,2017-10-21,12,6,15,41,5,21,13,28,102,14,27,15,39,154,26,218.0,109.0,109.0,103.9,113.3
82,21601228,2017-04-12,3,6,13,53,7,8,8,21,100,6,11,12,27,160,14,210.0,108.7,104.4,102.8,106.7
83,21601210,2017-04-10,4,6,20,70,0,12,10,38,118,4,22,15,52,166,28,221.0,108.7,104.4,115.3,109.6
84,21601172,2017-04-05,6,9,19,59,11,13,12,32,111,13,25,17,47,163,17,213.0,108.7,104.4,97.9,100.8
85,21601137,2017-04-01,11,5,13,50,6,17,8,25,105,5,24,14,36,165,21,219.0,108.7,104.4,104.6,111.5
86,21601119,2017-03-29,7,7,15,70,8,12,14,35,137,11,18,23,48,208,12,257.0,108.7,104.4,109.2,107.4
87,21601089,2017-03-26,5,7,15,48,0,15,12,29,86,2,16,16,44,141,11,195.0,108.7,104.4,102.8,106.7
88,21601082,2017-03-25,5,3,13,42,14,9,8,32,90,8,17,9,42,142,2,203.0,108.7,104.4,100.7,96.8
89,21601050,2017-03-20,3,3,13,52,6,11,7,25,116,10,15,13,41,169,25,219.0,108.7,104.4,104.3,108.0
90,21601031,2017-03-18,6,1,15,30,2,11,2,28,78,16,15,9,42,134,18,186.0,108.7,104.4,110.3,107.2
91,21601013,2017-03-15,7,4,20,48,8,14,8,31,92,0,18,11,43,136,2,193.0,108.7,104.4,103.6,103.8
92,21600974,2017-03-11,9,11,21,62,2,13,15,33,113,1,23,17,46,154,4,212.0,108.7,104.4,102.4,108.1
93,21600945,2017-03-06,5,6,15,47,3,12,8,30,89,3,17,13,42,146,4,218.0,108.7,104.4,108.0,105.4
94,21600904,2017-03-01,7,10,19,71,3,13,19,38,128,12,21,29,60,186,30,225.0,108.7,104.4,115.3,109.6
95,21600881,2017-02-26,7,9,16,56,8,11,13,32,110,8,18,20,52,164,4,245.0,108.7,104.4,104.9,104.7
96,21600865,2017-02-24,12,3,14,31,5,17,12,27,89,5,19,15,40,150,4,202.0,108.7,104.4,105.3,98.1
97,21600846,2017-02-15,10,7,15,43,1,20,14,33,94,14,27,17,49,147,19,183.0,108.7,104.4,103.2,104.0
98,21600745,2017-02-02,10,4,15,55,11,15,12,33,120,10,20,16,44,191,17,253.0,108.7,104.4,115.9,104.3
99,21600640,2017-01-19,8,2,10,47,3,15,5,21,95,7,21,6,26,156,2,205.0,108.7,104.4,105.6,106.7
100,21600621,2017-01-16,6,8,21,59,9,13,12,35,111,17,22,17,44,171,21,218.0,108.7,104.4,106.6,105.8
101,21600601,2017-01-14,9,4,13,41,11,16,9,24,97,19,20,14,37,152,16,210.0,108.7,104.4,104.6,111.5
102,21600584,2017-01-11,8,5,13,61,5,17,7,27,107,5,28,9,35,148,2,201.0,108.7,104.4,101.1,107.6
103,21600561,2017-01-08,5,5,17,39,1,12,8,27,91,13,21,14,42,146,14,184.0,108.7,104.4,103.2,102.1
104,21600533,2017-01-04,8,8,14,59,1,12,13,27,116,10,15,18,38,174,4,221.0,108.7,104.4,100.5,100.0
105,21600519,2017-01-02,11,3,9,53,1,18,6,16,122,6,25,7,24,165,13,207.0,108.7,104.4,107.7,113.3
106,21600470,2016-12-26,6,3,12,46,0,14,9,24,109,17,25,14,38,156,2,208.0,108.7,104.4,111.7,111.2
107,21600455,2016-12-23,7,6,14,45,3,19,15,28,101,1,23,17,44,140,4,178.0,108.7,104.4,97.9,100.8
108,21600441,2016-12-22,7,5,13,49,5,13,8,19,102,12,17,11,29,154,8,207.0,108.7,104.4,105.3,98.1
109,21600426,2016-12-20,3,10,22,62,10,11,15,33,121,15,18,23,58,167,23,221.0,108.7,104.4,111.7,111.2
110,21600366,2016-12-12,6,5,11,65,11,15,10,24,116,4,23,16,35,175,3,241.0,108.7,104.4,107.9,108.5
111,21600355,2016-12-10,3,7,17,66,4,11,10,27,116,6,20,18,42,178,18,238.0,108.7,104.4,104.3,106.4
112,21600330,2016-12-07,10,3,16,56,18,12,8,31,111,13,19,12,45,166,16,213.0,108.7,104.4,115.9,104.3
113,21600303,2016-12-04,10,4,9,45,11,16,8,24,100,4,24,11,34,152,14,213.0,108.7,104.4,105.1,105.3
114,21600207,2016-11-21,10,3,11,42,4,16,9,25,99,9,20,13,32,167,9,238.0,108.7,104.4,106.9,102.6
115,21600192,2016-11-19,6,4,7,56,10,15,10,26,99,5,21,15,38,149,5,197.0,108.7,104.4,102.9,102.4
116,21600167,2016-11-16,3,5,12,54,2,10,8,23,107,15,19,16,38,159,7,218.0,108.7,104.4,100.5,100.0
117,21600152,2016-11-14,9,4,14,53,25,16,12,29,118,24,25,16,44,164,34,222.0,108.7,104.4,105.8,112.5
118,21600115,2016-11-09,7,3,12,52,20,13,6,26,93,29,17,12,42,143,43,191.0,108.7,104.4,107.9,108.5
119,21600098,2016-11-07,8,3,6,48,18,14,8,17,94,30,21,14,28,144,38,196.0,108.7,104.4,101.3,102.5
120,21600064,2016-11-02,7,4,16,47,1,18,6,24,90,8,24,9,33,131,1,168.0,108.7,104.4,106.6,105.8
121,21600045,2016-10-31,9,3,12,48,0,24,3,16,84,12,31,6,22,152,12,214.0,108.7,104.4,107.7,113.3
122,21600035,2016-10-30,9,4,13,41,3,18,6,22,77,7,25,12,34,125,13,163.0,108.7,104.4,100.7,96.8
0,21801225,2019-04-10,4,13,23,86,4,10,20,40,154,18,18,24,53,204,24,249.0,103.5,106.1,117.7,111.2
1,21801201,2019-04-07,5,7,17,50,2,7,12,36,108,4,11,20,55,171,5,256.0,103.5,106.1,108.9,110.1
2,21801118,2019-03-27,7,8,16,68,6,16,16,30,126,6,20,22,45,173,5,221.0,103.5,106.1,117.7,111.2
3,21801104,2019-03-25,5,4,21,54,8,12,10,39,102,6,17,16,51,164,8,218.0,103.5,106.1,114.5,111.1
4,21801091,2019-03-23,12,6,15,50,0,20,10,25,99,1,26,15,43,152,16,211.0,103.5,106.1,112.5,114.0
5,21801070,2019-03-20,4,11,20,63,13,12,15,39,116,10,21,21,52,175,19,251.0,103.5,106.1,113.9,109.1
6,21800996,2019-03-10,4,5,14,43,9,11,9,32,97,1,18,17,48,147,3,202.0,103.5,106.1,107.3,106.6
7,21800982,2019-03-08,8,9,19,52,6,15,16,37,113,7,20,25,57,163,5,218.0,103.5,106.1,111.7,106.5
8,21800962,2019-03-05,9,5,12,53,13,15,13,27,124,2,27,17,43,168,4,231.0,103.5,106.1,114.7,110.5
9,21800916,2019-02-27,9,1,7,40,0,18,5,20,92,0,24,11,36,149,1,216.0,103.5,106.1,104.9,113.4
10,21800904,2019-02-25,6,7,14,65,3,16,12,34,117,5,20,15,46,168,6,215.0,103.5,106.1,111.8,113.5
11,21800879,2019-02-22,9,3,12,59,13,20,8,26,118,12,27,12,39,169,3,218.0,103.5,106.1,115.1,114.3
12,21800850,2019-02-12,10,4,9,53,13,15,13,24,115,1,19,19,33,180,8,215.0,103.5,106.1,111.7,110.0
13,21800831,2019-02-09,7,2,11,48,8,12,4,29,85,3,22,8,43,134,10,189.0,103.5,106.1,115.4,116.8
14,21800801,2019-02-05,7,5,10,51,13,13,15,27,120,12,18,18,44,168,2,214.0,103.5,106.1,112.5,114.0
15,21800747,2019-01-28,4,7,23,46,14,13,11,36,101,19,25,12,51,137,17,187.0,103.5,106.1,110.7,106.7
16,21800731,2019-01-26,8,3,17,43,5,19,4,25,95,11,25,9,38,147,9,209.0,103.5,106.1,108.0,104.7
17,21800725,2019-01-25,10,3,10,47,1,17,6,24,90,6,25,16,45,148,6,195.0,103.5,106.1,114.2,115.3
18,21800713,2019-01-23,4,5,19,45,1,8,12,34,112,4,15,17,51,162,10,225.0,103.5,106.1,110.7,111.8
19,21800697,2019-01-21,7,5,18,49,7,12,7,29,104,4,26,13,43,150,14,190.0,103.5,106.1,115.4,116.8
20,21800660,2019-01-16,4,3,15,48,8,12,5,29,95,5,22,15,43,164,18,212.0,103.5,106.1,118.1,109.3
21,21800611,2019-01-09,8,5,17,40,4,15,7,30,73,11,20,12,44,136,8,182.0,103.5,106.1,111.7,110.0
22,21800570,2019-01-04,5,6,10,52,0,18,10,25,95,1,30,15,39,158,4,209.0,103.5,106.1,112.2,112.3
23,21800560,2019-01-02,8,5,18,50,2,13,12,31,106,4,18,16,46,139,5,195.0,103.5,106.1,107.0,107.3
24,21800531,2018-12-29,9,4,15,55,3,17,11,31,111,17,29,18,46,166,8,215.0,103.5,106.1,112.4,108.0
25,21800508,2018-12-26,11,1,14,30,12,18,4,22,77,13,22,8,35,118,12,182.0,103.5,106.1,104.5,114.1
26,21800432,2018-12-15,5,5,10,65,7,14,7,27,101,21,23,14,47,144,14,202.0,103.5,106.1,113.9,109.1
27,21800425,2018-12-14,7,5,14,57,1,10,11,36,100,2,17,16,49,144,2,197.0,103.5,106.1,105.7,105.9
28,21800410,2018-12-12,9,1,13,41,11,15,6,27,82,2,23,8,35,131,5,175.0,103.5,106.1,114.7,110.5
29,21800384,2018-12-08,7,3,21,43,11,13,13,39,103,23,20,19,56,157,25,199.0,103.5,106.1,111.8,113.5
30,21800360,2018-12-05,8,3,10,42,12,15,5,21,93,9,22,9,36,138,0,182.0,103.5,106.1,115.1,114.3
31,21800303,2018-11-27,8,6,17,63,1,16,12,27,130,12,22,18,40,190,4,236.0,103.5,106.1,114.4,108.4
32,21800291,2018-11-25,4,4,15,47,5,12,10,30,95,9,13,15,40,149,7,201.0,103.5,106.1,104.6,113.8
33,21800244,2018-11-19,2,4,14,46,4,11,9,29,102,4,17,16,44,148,0,186.0,103.5,106.1,108.9,110.1
34,21800220,2018-11-16,7,6,12,57,1,18,13,28,113,11,28,18,41,165,9,216.0,103.5,106.1,114.2,115.3
35,21800194,2018-11-12,13,5,18,36,4,20,6,27,83,3,26,11,39,143,5,184.0,103.5,106.1,111.7,106.5
36,21800179,2018-11-10,11,4,13,47,5,15,10,28,113,13,27,13,41,154,6,218.0,103.5,106.1,115.2,112.5
37,21800158,2018-11-07,12,4,10,51,7,22,7,21,97,3,34,14,38,140,0,176.0,103.5,106.1,110.7,106.7
38,21800102,2018-10-30,9,6,16,46,2,22,11,33,91,1,31,20,46,150,6,202.0,103.5,106.1,114.0,116.9
39,21800080,2018-10-27,13,4,13,44,8,18,10,25,111,25,24,13,43,158,16,213.0,103.5,106.1,107.5,116.8
40,21800020,2018-10-19,11,11,18,70,4,19,19,30,138,16,31,23,45,188,24,248.0,103.5,106.1,113.3,119.4
41,21701199,2018-04-08,6,8,19,52,8,14,17,37,118,6,20,27,55,180,12,247.0,99.3,105.5,103.8,103.9
42,21701188,2018-04-06,6,3,9,47,3,13,3,17,92,4,25,6,31,131,5,187.0,99.3,105.5,98.8,105.8
43,21701119,2018-03-28,8,6,13,48,8,13,12,26,111,5,19,16,41,157,5,211.0,99.3,105.5,105.6,103.0
44,21701092,2018-03-24,10,4,14,45,11,14,10,28,109,5,22,13,48,142,0,193.0,99.3,105.5,108.1,109.6
45,21701040,2018-03-17,3,7,18,51,17,8,12,33,101,5,12,19,50,159,9,195.0,99.3,105.5,110.0,108.5
46,21701024,2018-03-15,9,7,18,51,7,19,12,35,104,0,28,18,54,153,3,221.0,99.3,105.5,102.9,110.0
47,21701002,2018-03-12,6,5,14,56,8,15,12,29,114,14,21,15,39,163,17,224.0,99.3,105.5,106.5,106.8
48,21700980,2018-03-09,6,6,14,47,1,14,11,29,88,12,22,14,40,129,13,173.0,99.3,105.5,104.1,99.8
49,21700931,2018-03-02,9,5,13,64,6,22,10,28,117,9,35,13,35,171,11,210.0,99.3,105.5,110.0,108.5
50,21700918,2018-02-28,15,6,15,48,6,23,10,28,111,3,28,14,40,154,10,212.0,99.3,105.5,103.9,113.3
51,21700878,2018-02-23,12,2,10,47,7,19,10,28,103,5,28,17,45,156,14,201.0,99.3,105.5,110.9,109.9
52,21700861,2018-02-14,6,8,14,67,1,14,18,33,126,20,16,22,46,176,8,235.0,99.3,105.5,107.9,104.4
53,21700808,2018-02-07,12,3,14,37,5,22,6,23,83,5,26,10,35,131,5,180.0,99.3,105.5,104.1,99.8
54,21700740,2018-01-29,12,3,11,48,4,18,7,20,111,17,30,12,33,164,16,229.0,99.3,105.5,103.9,113.3
55,21700718,2018-01-26,7,3,12,44,4,15,10,30,108,8,23,15,41,159,7,209.0,99.3,105.5,109.0,109.0
56,21700707,2018-01-24,8,2,8,43,1,18,5,20,91,11,25,9,32,141,13,193.0,99.3,105.5,102.7,99.8
57,21700690,2018-01-22,7,5,12,49,11,15,10,24,104,6,23,18,39,157,9,206.0,99.3,105.5,109.8,105.3
58,21700670,2018-01-19,10,2,12,47,13,15,6,30,80,0,28,11,44,126,8,194.0,99.3,105.5,98.8,105.8
59,21700658,2018-01-17,4,3,14,63,1,11,5,23,114,8,18,11,41,161,15,204.0,99.3,105.5,104.5,108.0
60,21700645,2018-01-15,9,7,14,61,7,18,10,24,110,10,27,14,40,174,20,237.0,99.3,105.5,108.1,109.6
61,21700609,2018-01-10,3,5,14,67,9,7,8,28,121,1,17,9,41,147,7,207.0,99.3,105.5,111.7,110.4
62,21700575,2018-01-05,5,6,10,57,9,14,11,25,108,8,21,17,42,159,15,202.0,99.3,105.5,106.6,106.0
63,21700487,2017-12-23,6,9,19,63,3,8,13,30,122,4,16,18,45,171,9,227.0,99.3,105.5,109.0,109.0
64,21700436,2017-12-16,7,5,13,43,19,13,13,32,88,8,22,22,47,144,2,195.0,99.3,105.5,104.0,100.4
65,21700425,2017-12-15,13,3,13,38,4,24,10,26,87,7,32,19,41,145,1,190.0,99.3,105.5,103.4,108.8
66,21700393,2017-12-11,10,4,12,44,2,21,8,22,87,3,26,12,37,130,10,189.0,99.3,105.5,103.4,102.9
67,21700382,2017-12-09,7,7,14,53,15,12,11,29,103,11,19,15,46,133,1,203.0,99.3,105.5,107.9,104.4
68,21700371,2017-12-08,7,6,15,59,9,13,12,28,119,5,22,19,41,185,1,223.0,99.3,105.5,111.7,103.9
69,21700345,2017-12-04,5,3,7,55,3,12,8,18,109,3,20,10,28,151,1,187.0,99.3,105.5,109.5,107.3
70,21700323,2017-12-01,8,3,8,42,6,14,8,20,85,9,22,12,32,127,9,174.0,99.3,105.5,102.7,99.8
71,21700289,2017-11-26,12,5,14,41,3,23,11,28,94,0,29,18,40,144,14,186.0,99.3,105.5,106.6,110.3
72,21700260,2017-11-22,2,2,11,39,15,11,7,27,95,17,16,13,46,146,2,189.0,99.3,105.5,102.3,105.4
73,21700246,2017-11-20,7,6,14,47,1,15,10,25,101,9,20,13,35,143,1,192.0,99.3,105.5,105.6,103.0
74,21700232,2017-11-18,1,7,16,58,8,9,16,36,109,9,20,20,50,149,15,188.0,99.3,105.5,112.4,103.9
75,21700208,2017-11-15,8,6,14,59,9,14,10,27,120,14,19,16,41,181,13,229.0,99.3,105.5,105.6,104.2
76,21700112,2017-11-01,8,6,17,49,3,17,12,33,108,0,27,17,47,156,6,200.0,99.3,105.5,103.4,108.2
77,21700096,2017-10-30,3,3,12,62,0,9,7,22,108,6,15,11,37,155,9,203.0,99.3,105.5,108.2,108.0
78,21700080,2017-10-28,3,10,19,62,2,14,15,37,103,5,26,25,54,153,9,192.0,99.3,105.5,112.4,103.9
79,21700066,2017-10-26,7,4,17,42,14,14,8,34,89,19,23,13,48,144,8,187.0,99.3,105.5,102.3,105.4
80,21700033,2017-10-21,4,7,15,57,5,12,13,31,107,5,24,18,50,159,17,212.0,99.3,105.5,113.5,107.5
81,21700008,2017-10-18,4,8,13,61,7,14,11,25,106,2,22,14,41,149,9,194.0,99.3,105.5,111.7,110.4
82,21601223,2017-04-12,3,6,15,49,5,11,9,31,101,9,19,15,48,144,4,193.0,100.5,100.0,97.9,100.8
83,21601201,2017-04-09,2,7,14,52,4,9,11,26,105,9,25,16,39,142,8,193.0,100.5,100.0,101.3,102.5
84,21601181,2017-04-07,5,6,12,48,6,12,10,23,100,6,20,14,38,142,2,189.0,100.5,100.0,104.3,108.0
85,21601167,2017-04-05,6,6,12,61,7,15,8,23,107,7,19,14,37,153,5,203.0,100.5,100.0,106.6,105.8
86,21601131,2017-03-31,7,5,14,40,2,11,8,30,89,21,19,14,42,135,11,189.0,100.5,100.0,97.9,100.8
87,21601116,2017-03-29,2,10,17,62,14,9,17,31,125,19,15,20,42,175,17,207.0,100.5,100.0,105.1,105.3
88,21601033,2017-03-18,4,4,16,47,11,13,9,29,87,1,17,16,40,148,2,200.0,100.5,100.0,105.3,98.1
89,21600993,2017-03-13,6,7,13,54,6,12,16,32,112,10,23,24,45,159,11,206.0,100.5,100.0,103.6,103.8
90,21600981,2017-03-11,11,4,14,48,18,19,8,29,82,12,26,14,44,134,20,197.0,100.5,100.0,103.2,104.0
91,21600961,2017-03-09,4,3,12,47,5,11,5,22,99,9,18,10,36,150,20,212.0,100.5,100.0,108.7,104.4
92,21600939,2017-03-06,9,14,19,70,2,17,17,32,113,1,22,22,40,179,3,231.0,100.5,100.0,105.8,112.5
93,21600892,2017-02-28,6,4,11,52,2,13,9,24,111,1,17,14,34,178,8,242.0,100.5,100.0,107.7,113.3
94,21600840,2017-02-15,7,5,14,50,6,18,8,26,93,7,22,10,35,138,16,186.0,100.5,100.0,104.3,106.4
95,21600803,2017-02-10,10,9,17,51,7,19,13,30,111,13,23,20,44,175,21,229.0,100.5,100.0,115.9,104.3
96,21600788,2017-02-08,12,3,10,39,9,20,7,22,84,8,28,12,34,144,14,201.0,100.5,100.0,107.7,113.3
97,21600777,2017-02-06,5,1,11,31,3,14,3,16,80,0,20,8,28,134,4,163.0,100.5,100.0,105.3,98.1
98,21600685,2017-01-25,5,8,13,66,2,10,12,27,113,1,12,19,45,164,10,200.0,100.5,100.0,106.9,102.6
99,21600656,2017-01-21,9,5,17,54,10,14,9,34,107,9,23,16,53,163,19,214.0,100.5,100.0,115.3,109.6
100,21600644,2017-01-20,4,2,14,38,8,15,7,28,91,7,20,12,44,147,19,198.0,100.5,100.0,102.8,106.7
101,21600611,2017-01-15,7,1,12,33,5,12,9,30,98,6,15,14,39,155,1,212.0,100.5,100.0,102.9,102.4
102,21600564,2017-01-08,9,3,12,37,1,16,5,23,77,7,22,10,31,114,12,167.0,100.5,100.0,100.7,96.8
103,21600487,2016-12-29,12,2,7,48,6,20,5,16,94,16,25,7,25,139,17,194.0,100.5,100.0,106.6,105.8
104,21600448,2016-12-23,9,6,16,56,6,11,15,39,103,5,17,23,56,152,2,224.0,100.5,100.0,115.3,109.6
105,21600424,2016-12-20,5,2,13,37,7,12,5,27,76,14,20,13,46,133,9,221.0,100.5,100.0,108.0,105.4
106,21600407,2016-12-18,4,3,15,36,0,13,3,26,69,1,20,5,37,119,3,155.0,100.5,100.0,100.7,96.8
107,21600394,2016-12-16,4,3,13,43,5,11,6,26,94,10,19,10,39,141,11,188.0,100.5,100.0,102.8,106.7
108,21600379,2016-12-14,7,6,10,44,12,12,13,25,83,11,16,17,36,127,21,178.0,100.5,100.0,110.3,107.2
109,21600351,2016-12-10,8,3,14,47,15,16,6,24,99,23,26,11,38,152,22,199.0,100.5,100.0,115.9,104.3
110,21600333,2016-12-08,6,3,11,36,8,10,9,24,93,7,19,11,37,130,8,174.0,100.5,100.0,107.9,108.5
111,21600318,2016-12-06,8,4,15,48,8,14,8,29,90,4,23,15,47,153,1,187.0,100.5,100.0,102.4,108.1
112,21600295,2016-12-03,5,4,15,50,0,14,11,26,116,8,21,15,37,164,0,203.0,100.5,100.0,104.6,111.5
113,21600278,2016-12-01,6,7,12,58,2,16,8,21,99,1,19,9,32,133,3,189.0,100.5,100.0,101.1,107.6
114,21600257,2016-11-28,7,5,16,50,0,11,8,31,95,17,20,11,42,141,21,189.0,100.5,100.0,104.9,104.7
115,21600233,2016-11-25,5,3,11,47,9,14,6,26,84,6,22,13,38,128,14,171.0,100.5,100.0,103.2,102.1
116,21600190,2016-11-19,8,2,11,34,2,13,4,17,82,4,23,6,31,117,13,164.0,100.5,100.0,105.6,106.7
117,21600102,2016-11-08,6,2,13,52,0,15,7,26,112,0,25,11,37,155,3,215.0,100.5,100.0,111.7,111.2
118,21600088,2016-11-06,10,5,14,47,3,17,11,29,98,4,24,16,42,153,1,194.0,100.5,100.0,107.9,108.5
119,21600074,2016-11-04,10,5,11,43,3,19,7,27,88,18,25,10,37,133,19,187.0,100.5,100.0,108.7,104.4
120,21600060,2016-11-02,11,0,10,34,8,19,9,26,89,7,29,13,38,125,7,172.0,100.5,100.0,104.3,106.4
121,21600039,2016-10-30,7,4,15,49,5,14,12,31,112,4,20,15,40,155,1,215.0,100.5,100.0,109.2,107.4
122,21600009,2016-10-26,5,8,12,61,3,10,10,22,109,9,18,14,32,151,1,200.0,100.5,100.0,105.6,106.7
0,21801220,2019-04-10,4,7,14,63,7,11,14,30,142,4,17,23,53,212,6,269.0,113.3,119.4,108.0,104.7
1,21801168,2019-04-03,4,8,14,80,4,10,15,31,140,4,18,18,50,192,4,252.0,113.3,119.4,115.2,112.5
2,21801145,2019-03-31,6,15,33,69,17,14,26,61,139,3,17,35,90,195,1,271.0,113.3,119.4,118.1,109.3
3,21801131,2019-03-29,5,4,11,68,8,7,11,34,111,9,11,17,56,166,14,216.0,113.3,119.4,114.7,110.5
4,21801088,2019-03-23,4,7,20,75,7,11,16,37,142,6,15,23,57,200,0,256.0,113.3,119.4,115.2,112.5
5,21801076,2019-03-21,8,8,17,57,1,15,19,38,119,11,26,24,54,177,5,231.0,113.3,119.4,111.7,106.5
6,21801060,2019-03-19,6,6,25,50,0,9,10,43,100,6,21,22,66,156,12,226.0,113.3,119.4,113.9,109.1
7,21801016,2019-03-13,8,9,27,61,5,9,20,49,132,12,18,30,69,200,20,243.0,113.3,119.4,103.5,106.1
8,21800995,2019-03-10,5,10,15,59,7,13,19,36,131,1,18,27,59,180,8,244.0,113.3,119.4,115.4,116.8
9,21800987,2019-03-09,6,7,29,49,3,10,11,47,103,9,20,18,71,160,6,226.0,113.3,119.4,112.2,112.3
10,21800968,2019-03-06,7,6,16,50,4,13,17,43,109,3,24,19,61,157,3,215.0,113.3,119.4,111.7,110.0
11,21800928,2019-03-01,5,11,26,59,7,13,17,43,117,3,19,26,63,179,11,329.0,113.3,119.4,104.9,113.4
12,21800912,2019-02-27,6,11,23,73,7,12,15,40,128,8,15,19,52,181,9,254.0,113.3,119.4,112.5,114.0
13,21800883,2019-02-23,3,8,17,66,0,8,13,34,122,4,15,21,55,173,1,232.0,113.3,119.4,107.5,116.8
14,21800877,2019-02-22,10,11,19,67,1,13,20,44,138,2,22,28,66,195,5,247.0,113.3,119.4,107.0,107.3
15,21800865,2019-02-14,8,5,18,41,15,13,13,38,105,3,21,18,53,155,9,197.0,113.3,119.4,104.6,113.8
16,21800848,2019-02-12,5,14,27,70,6,16,19,42,134,4,24,27,64,195,5,230.0,113.3,119.4,111.8,113.5
17,21800837,2019-02-10,7,6,14,51,1,13,12,33,111,15,17,20,50,172,24,232.0,113.3,119.4,107.3,106.6
18,21800827,2019-02-09,6,11,22,77,15,15,18,38,141,5,24,24,54,192,20,249.0,113.3,119.4,110.7,111.8
19,21800813,2019-02-07,4,8,18,55,11,10,19,37,128,8,17,24,55,173,3,220.0,113.3,119.4,114.4,108.4
20,21800695,2019-01-21,6,2,7,59,3,14,9,29,117,3,21,15,43,169,13,225.0,113.3,119.4,107.3,106.6
21,21800683,2019-01-19,9,8,23,64,8,17,17,40,127,7,25,21,55,172,6,218.0,113.3,119.4,112.4,108.0
22,21800653,2019-01-15,11,4,14,54,4,18,13,30,129,11,25,20,50,197,3,268.0,113.3,119.4,114.5,111.1
23,21800640,2019-01-13,10,8,17,67,3,19,10,33,119,9,26,16,51,179,11,247.0,113.3,119.4,118.1,109.3
24,21800587,2019-01-06,8,2,13,39,7,25,4,27,75,1,28,12,45,137,21,188.0,113.3,119.4,105.7,105.9
25,21800529,2018-12-29,6,3,16,49,3,11,8,28,108,6,18,12,48,158,10,219.0,113.3,119.4,104.5,114.1
26,21800504,2018-12-26,11,6,14,63,1,16,15,31,131,3,26,23,50,183,7,250.0,113.3,119.4,108.0,104.7
27,21800452,2018-12-18,9,9,24,59,11,22,12,38,112,4,32,18,54,164,0,228.0,113.3,119.4,114.0,116.9
28,21800380,2018-12-08,5,6,16,60,10,7,10,39,107,5,19,20,58,163,9,204.0,113.3,119.4,110.7,106.7
29,21800357,2018-12-05,3,4,18,58,8,15,9,39,121,23,25,18,56,197,9,248.0,113.3,119.4,114.0,116.9
30,21800344,2018-12-03,9,5,16,51,17,18,8,28,108,14,29,12,37,174,20,239.0,113.3,119.4,117.7,111.2
31,21800288,2018-11-25,7,13,21,75,11,16,18,40,131,1,23,29,64,197,3,247.0,113.3,119.4,110.7,111.8
32,21800268,2018-11-23,6,9,19,68,22,16,12,39,106,16,24,15,59,146,18,210.0,113.3,119.4,112.4,108.0
33,21800254,2018-11-21,5,3,14,53,5,11,6,30,99,11,19,10,45,159,13,232.0,113.3,119.4,114.4,108.4
34,21800243,2018-11-19,8,6,15,63,5,16,10,35,125,3,24,15,54,185,7,246.0,113.3,119.4,115.1,114.3
35,21800169,2018-11-09,6,7,23,60,20,16,13,38,125,23,24,18,56,180,26,233.0,113.3,119.4,107.0,107.3
36,21800155,2018-11-07,8,7,22,52,0,17,12,34,107,3,29,18,53,160,14,219.0,113.3,119.4,104.6,113.8
37,21800128,2018-11-03,8,12,22,72,10,17,20,41,142,6,28,24,52,195,9,241.0,113.3,119.4,105.7,105.9
38,21800114,2018-11-01,11,8,14,64,6,22,11,24,133,5,30,18,42,202,28,261.0,113.3,119.4,114.2,115.3
39,21800076,2018-10-27,12,8,20,47,3,22,12,39,85,3,36,14,53,130,4,182.0,113.3,119.4,104.9,113.4
40,21800052,2018-10-24,6,11,21,64,20,17,13,37,106,10,27,24,62,167,7,215.0,113.3,119.4,108.9,110.1
41,21701214,2018-04-10,7,7,19,59,5,14,13,36,116,6,19,21,56,168,10,234.0,103.4,108.8,109.8,105.3
42,21701172,2018-04-04,9,4,12,52,6,16,13,30,100,6,21,20,49,152,16,201.0,103.4,108.8,103.4,102.9
43,21701147,2018-04-01,7,4,17,39,3,11,12,34,99,13,15,15,49,133,5,182.0,103.4,108.8,103.4,108.2
44,21701130,2018-03-30,5,3,20,57,3,16,4,36,88,6,25,13,55,145,27,192.0,103.4,108.8,109.8,105.3
45,21701021,2018-03-15,6,6,11,56,10,9,15,32,118,8,17,22,50,176,18,246.0,103.4,108.8,108.2,108.0
46,21701007,2018-03-13,4,6,21,59,3,10,12,34,120,12,15,22,50,178,2,226.0,103.4,108.8,107.9,104.4
